,num,utterance,child,age,skipped,reconstructed,bow,gold,prediction,chance,controlledscore,repetition,correctedscore
0,0,[<__main__.Word instance at 0x11cf12878>],Ethan,2_6,False,True,[['&-uh']],&-uh,&-uh,1.0,0.0,False,-0.0
1,1,"[<__main__.Word instance at 0x11cf12a28>
 <__main__.Word instance at 0x11cf12b48>
 <__main__.Word instance at 0x11cf12c20>]",Ethan,2_6,False,True,"[['I', 'am'], ['there']]",thereIam,thereIam,0.5,0.69314718056,False,0.6931471805599453
2,2,"[<__main__.Word instance at 0x11cf12dd0>
 <__main__.Word instance at 0x11cf12e60>
 <__main__.Word instance at 0x11cf12ef0>
 <__main__.Word instance at 0x11cf12f80>
 <__main__.Word instance at 0x11cf12fc8>
 <__main__.Word instance at 0x10fc27560>]",Ethan,2_6,False,False,"[['my'], ['see'], ['my'], ['I'], ['bottom'], ['of']]",Iseemybottomofmy,mymyofbottomIsee,0.00138888888889,-0.00138985428905,True,-0.002781642961876803
3,3,"[<__main__.Word instance at 0x10fc277a0>
 <__main__.Word instance at 0x10fc27cf8>
 <__main__.Word instance at 0x10fc27a28>]",Ethan,2_6,False,True,"[['no'], ['&-uh'], ['no']]",&-uhnono,&-uhnono,0.166666666667,1.79175946923,True,1.0986122886681098
4,4,"[<__main__.Word instance at 0x10fc278c0>
 <__main__.Word instance at 0x10fc27680>]",Ethan,2_6,False,True,"[['no'], ['no']]",nono,nono,0.5,0.69314718056,True,-0.0
5,5,"[<__main__.Word instance at 0x10fc27518>
 <__main__.Word instance at 0x10fc274d0>
 <__main__.Word instance at 0x10fc27878>]",Ethan,2_6,False,False,"[['play'], ['with'], [""let's""]]",let'splaywith,withlet'splay,0.166666666667,-0.182321556794,False,-0.1823215567939546
6,6,[<__main__.Word instance at 0x10fc27488>],Ethan,2_6,False,True,[['no']],no,no,1.0,0.0,False,-0.0
7,7,"[<__main__.Word instance at 0x10fa90a28>
 <__main__.Word instance at 0x10fa909e0>
 <__main__.Word instance at 0x10fa90c68>
 <__main__.Word instance at 0x10fa90ab8>]",Ethan,2_6,True,,,noit'safountain,,,,NaN,NaN
8,8,[<__main__.Word instance at 0x10fa8e908>],Ethan,2_6,False,True,[['no']],no,no,1.0,0.0,False,-0.0
9,9,"[<__main__.Word instance at 0x10fa8e368>
 <__main__.Word instance at 0x10fa8eb48>
 <__main__.Word instance at 0x10fa8ea28>
 <__main__.Word instance at 0x10fa8ec20>
 <__main__.Word instance at 0x10fa8e998>
 <__main__.Word instance at 0x11cf19128>]",Ethan,2_6,True,,,noit'saonthefountain,,,,NaN,NaN
